Id,Title,Company,Location,Description,Search_City,Link
116,Data Analyst,Glu Mobile,"San Francisco, CA","As a Data Analyst, you will be the analytical data partner for our game studios. You will work closely with Game Designers & Product Managers to transform subjective discussions about product into concise analytic questions that deliver actionable answers. You will take a leadership role in managing studio relationships, mentoring junior analysts & shaping the evolution of our analytics infrastructure. This is a high visibility role that will have a direct impact on the success of some of our biggest titles. These are just some of the things you’ll get to do here:
Work with game teams to measure and optimize performance of titles in beta and after worldwide launch.
Using state of the art big data tools such as Hive, Presto and Redshift, to sift through billions of rows of data to answer challenging business questions.
Help design and analyze AB and multivariate experiments.
Using Tableau to build dashboards that allow game teams to self serve custom data for their titles.
Collaborate with game team to define telemetry of titles.
Continuously learn new technologies that advance analytic function at Glu
We’ve found that those with these passions and skills/experience are best setup for success.
If you have:
3+ years experience as analyst, data scientist, or related quantitative role.
High proficiency with SQL, especially in distributed environments (Hive/Presto).
Experience in UNIX and Python
An Understanding of statistical analysis and familiarity with core statistical functions.
Excellent presentation and communication skills.
And a passion for aggressively finding opportunity in data.
Extra bonus points if you have:
A passion for gaming.
Experience with Hadoop, HP Vertica, and other big data technologies.
Experience with modern programming languages (e.g. python, javascript)
Experience with statistical packages such as R or SAS.
Predictive analytics or machine learning experience.
If all of this sounds exciting to you, then we think you might be someone who would succeed here on the team! If this sounds like the next chapter in the story of your career, we would love for you to apply so we can discuss your valuable skills and how we can benefit from each other!",San Francisco,http://www.indeed.com//rc/clk?jk=32f67b9397d50a24&fccid=a5ea7db1292ddde6&vjs=3
117,Data Analyst,Celtra Inc.,"San Francisco, CA","Join our growing product team in London and help us unlock the secrets of digital advertising. If you often wonder why people behave like they behave, if you wonder why the ads you are seeing online aren’t as great as they could be, if you love slicing through data to uncover meaning then you will really enjoy this position.

We are a technology company with a creative DNA. Our mission is to measurably improve the effectiveness of digital advertising. We empower brand leaders, agencies, and media suppliers.

We offer you a competitive salary and benefits package, a diverse and collaborative environment, focus on your growth and professional development and of course also a lot of fun along the way!

Responsibilities

Research user engagement with ads to uncover key elements that make great creative
Analyze large amounts of Celtra’s unique data points covering in-depth interaction with display and video ads
Execute brand lift and conversion lift studies for Fortune 500 brands
Design and conduct experiments that will help you advance your research
Author research articles relevant for the wider industry
Collaborate across teams and partner with senior members of our organization
Requirements

3 years experience as data analyst within market research or advertising industry
B.S. from a quantitative field, statistics is ideal
Fluent in SQL programming languages, R a plus
Extensive experience with analysing advertising performance, experience with brand lift studies a plus
Ability to be self-driven, pro-active, systematic, well organised and rigorous about details
Ability to operate in a highly multidisciplinary and collaborative environment where effective exchange of knowledge between peers is crucial
A “can-do” mindset pursuing excellence",San Francisco,http://www.indeed.com//rc/clk?jk=485419b48405605a&fccid=c1dda08131713900&vjs=3
118,Data Analyst,goPuff,"San Francisco, CA","Overview
GoPuff is seeking several exceptionally talented Data Analyst to help drive business results by continuing to improve decision making across the organization using data and insights as the focus point. This role will directly report into a centralized data & analytics department. The analytics team is a newly formed team so you will have the opportunity to establish how we process and analyze data throughout the company. You will be embedded within one or more departments (Marketing, Operations, Merchandising, Supply Chain, Finance, or Business Strategy) and be a strategic partner to the leader of the department. You will also spend time collaborating, sharing insights and best practices with other data analysts within the centralized data & analytics department. Additionally, you will manage data integrity, ownership over data tools and recurring reporting. This is an important role for the organization as data is at the center of our operations and decisions.
Ideal candidates will have strong analytical skills, experience with a variety of top-notch data tools (and moving between tools) as well as excellent communication skills - explaining complex problems and datasets. You will be great at both responding to questions from other departments and having the vision to initiate new projects as needed. Success in this role requires a strong bias for action and the ability to consistently perform at the highest level.
The successful candidate will combine a passion for innovative analysis with attention to detail and a tenacity to overcome difficult and complex analytical challenges. Ideally, this person will have worked in a similar role and will feel comfortable interacting with other stakeholders and senior management on a regular basis.
Responsibilities
Responsible for all data accuracy and integrity within the respective department that you will be partnering withResponsible for driving data insights and helping them continuously make better business decisionsSupport ongoing analysis of business performance trends and insights to inform how to operate and optimize the business on a regular basisDesign and build dashboards to monitor and understand business health within your respective groupPartner with other data analysts that support other functions of the business and collaborate, share insights and best practices to ensure consistency of decision making throughout the organizationResponsible for all the recurring reporting processes within your supported departmentDefine business processes, document business definitions of data, maintain data dictionaries and metadata. Locate and define new process improvement opportunities.Perform deep-dives to analyze problems and opportunities by researching, building models, and suggesting experiments based on data insightsYou will drive ad-hoc analysis and reporting on a frequent basis
Qualifications
4+ Years of industry working experience in analyzing large datasets and solving business problemsBS and above in Statistics, Applied Mathematics, Engineering, Economics or other quantitative disciplineProficient with SQL or other querying languageWorking experience with MySQL, Amazon Redshift, Hive, and other databasesExpertise with Google analytics, Tableau; other similar analytics tools are a plusFamiliar with R, Python or other scripting languagesA deep understanding of statistical analysis and experiment design; can pick up appropriate tools for the challenges at handStrong written and verbal communication skills, can effectively synthesize, visualize, and present your ideas and results.Critical thinking: You are thoughtful, self-aware, and use available evidence to make decisions.Relentlessly high standards and a high attention to detailA team player and an intellectually curious self-starter.Bonus Points for past experience on highly successful web platformsBonus Points for past experience leading or managing a data or product analyst teamBonus Points for past experience in ecommerce and/or subscription media businesses",San Francisco,http://www.indeed.com//rc/clk?jk=982e7bacfa5333bd&fccid=8a2222c2ef6a251d&vjs=3
119,Data Analyst,Western Union,"San Francisco, CA","Right now, we are seeking an experienced Data Analyst sought for exciting opportunity to join us and build a new chapter in the evolution of Western Union.

Experienced in Data Mapping, Data Transformation and Data Governance with a strong visionary mindset but must also be pragmatic and well grounded. This is not a theoretical role.

Must be adept at navigating multiple stakeholder needs in multiple regions and work closely with onshore and offshore colleagues whilst staying true to our data strategy and vision.

Sound interesting? Here are some specifics:
With minimal supervision work on a wide range of projects interfacing with development teams, business analysts, IT management and members of the business units.
Translate business and technical requirements into robust, secure and scalable solutions.
Provide solutions and documentation covering data structures, mappings, integration, security, and retention.
Establish Data blueprints, frameworks, standards and best practices.
Develop strategies and standards for data acquisition, governance, staging and warehousing
Participate and define meta-data definitions.
Conduct data model reviews with project team members.
Ensure data strategies and architectures are in regulatory and security compliance.
What we require:
Bachelor’s Degree in Computer Sciences, Information Systems or related fields.
5+ years of intense technical experience in the areas of data mapping, data modeling, data management, data engineering and/or data governance.
Excellent communication (both written and verbal), interpersonal skills and experience in presenting to business and technical team including executive management.
Deep understanding of relational database domains, SQL writing and reporting
Experience with one or more of the following: MS SQL Server, SSIS, SSRS, Oracle,
Desired exposure to no-sql databases, data flow design, Hadoop, map-reduce, stream processing, Kafka
Background in master data management, metadata management desired
Familiar with SDLC in Agile organization
Strong analytical and troubleshooting skills.
Highly motivated self-starter, detail and quality oriented and ability to handle multiple competing priorities.
Must be a strong team player.",San Francisco,http://www.indeed.com//rc/clk?jk=f7afd2aadbcce2dc&fccid=a9a275f507bb2412&vjs=3
120,Data Analyst,Esurance,"San Francisco, CA","Summary
Designs and develops validation models to meet data quality requirements and works with business analysts to understand and document data quality requirements. Works with the BI team, DBA's, Development and Support engineers to understand data sources and implement new requirements. The Data Quality Analyst is technically responsible for the quality of the deliverables.
Responsibilities
Troubleshoots data issues, validate result sets, recommend and implement process improvements, provide ad-hoc reports and analysis.
Supports SQL scripts maintenance, changes, and testing.
Designs and generates tracking and monitoring tools to validate data.
Performs Impact Analysis on defects in all of Esurance subsystems.
Performs Data Cleanup of all defects in all of Esurance subsystems.
Works with the support team to ensure batch errors are resolved.
Ensures Data Quality Metrics are under SLA.
Builds and maintains data quality metrics reporting.
Ensures new system design meets data quality standards.
Other duties may be assigned.
Qualifications
Strong Microsoft SQL Server skills.
Proficiency with Python
Solid quantitative, analytical, process development, facilitation and organizational skills required.
Ability to handle confidential information with diplomacy and tact.
Ability to be flexible and work extended hours as required.
Strong communication skills.
Must have an understanding of or ability to quickly grasp technology concepts.

Experience / Education:

Bachelor’s degree in Computer Science, a related field, or equivalent education required.
Three or more years experience in data warehousing or a related field required.",San Francisco,http://www.indeed.com//rc/clk?jk=88e65cb933254779&fccid=25cda752a689f9b8&vjs=3
121,Data Analyst,Eaze,"San Francisco, CA","As a Data Analyst at Eaze, you'll report to the Director of Analytics. You'll work with our Lead Data Analyst to understand the needs of the different teams and develop transformative solutions.
Responsibilities:
Generate ideas for exploratory analysis to shape future projects and provide recommendations for actions
Work with internal and external partners to fulfill outstanding needs for analytics
Define key metrics for different members of the organization
Create dashboards and reports to regularly communicate results and monitor key metrics
Help advocate for and teach data driven decision making within the organization
Skills we're looking for:
2+ years previous experience working on analytics and/or data science teams
An ability to model, drive, and analyze growth oriented experiments
A knack for business and how analytics can empower and drive the data-driven decision making process
A passion for analyzing data and working on open ended problems
Demonstrated excellence in Python
Demonstrated excellence in SQL
Strong communication and organizational skills
Self-motivated with the ability to work independently",San Francisco,http://www.indeed.com//rc/clk?jk=4eec4ac5853b6bf1&fccid=2476c0fe461fd7d3&vjs=3
122,Data Analyst Intern,Plato HQ,"San Francisco, CA","At Plato, we’re on a mission to help engineering managers become great leaders. Our platform intelligently matches “mentees” to highly experienced engineering leaders of various backgrounds to help resolve their most pressing management challenges. After raising over $3M from SaaStr's Jason Lemkin, Slack, Zoom CEO Eric Yuan, and more earlier this year, we've experienced exceptional and rapid growth.

As our first Data Analyst Intern, you’ll report to the CEO and work closely with all the departments of the company: sales, marketing, customer success, product and Engineering teams. You’ll also work to surface key insights that will inform our product roadmap and help each department to take the best decisions.
This is a dynamic opportunity that’s polyvalent, strategic and that will have a big impact on the performance of each team. Your day-to-day will consist of talking to sales, marketing, customer success, product and Engineering teams, understand their needs, challenge them and implement warehouses, trackers, database models and dashboards to help them solve their problems.
The person occupying this position will have an exceptionally broad view of every aspect of Plato business. The scope involves both technically rigorous work, including the use leading-edge data analysis technologies, and daily interaction with all the team.

At Plato you’ll have a big impact on the growth of a promising startup as well as the career development of 100’s of engineering leaders.

WHO YOU ARE
A data nerd - you are highly confortable with basic languages (SQL, Python...) and highly rigorous on your work
A business-drive person - you hate building models and dashboard without understanding the needs of the business
A people person - you can easily talk, understand and help anyone in the company
A juggler - you are highly skilled handling multiple projects at once and a master at prioritization and getting sh*t done
A Problem-solver - you have a bias for action and are quick to come up with solutions
REQUIREMENTS
Ideally double specialty in Business and Engineering (or CS)
Available for 6 months (full-time) or more
Experience or willing to work in a startup or other fast-paced environment
Excellent written and oral communication skills
Experience with HR or Engineering space, a plus
Experience in B2B SaaS, a plus
Local or moving to SF
Very few companies have the potential to do something truly meaningful to actually help others. We believe that making managers better, more successful, and happier results in a happier overall workplace. And improving that even 10% leads to a ripple effect.

We spend nearly all of our waking lives at work. Let's make that better.",San Francisco,http://www.indeed.com//rc/clk?jk=283625de26489def&fccid=d20eb56c8249d2ea&vjs=3
123,"Marketing Analyst, Next Billion Users",Google,"San Francisco, CA","Today there are over 3 billion users already online, with more than a billion getting connected in the next few years. Most of this growth will come from a small set of countries representing almost 700 million users. Google has a tremendous opportunity to play a meaningful role in the day-to-day life of these users and establish ourselves in these markets by building products, tailoring our existing products and thinking of the next billion users first. Analyzing the growth levers of these products is a key to success in the markets. As a Marketing Analyst, you will play a crucial role in determining what these levers are and drive growth of these products.
Know the user. Know the magic. Connect the two. At its core, marketing at Google starts with technology and ends with the user, bringing both together in unconventional ways. Our job is to demonstrate how Google's products solve the world's problems--from the everyday to the epic, from the mundane to the monumental. And we approach marketing in a way that only Google can--changing the game, redefining the medium, making the user the priority, and ultimately, letting the technology speak for itself.
Responsibilities
Analyze NBU Products performance, determine the incremental installs, active users and marketing spends, segmented by sources. Computing product and marketing health metrics and KPIs. Including building out and consolidating existing marketing dashboards.
Lead global analyses that have direct impact on product performance, such as correlation and causation analyses.
Work with Product teams and other Product Marketing Managers to ensure product tracking solutions (such as Firebase, AdWords tracking) are set up properly and give clear recommendations to corresponding teams and vendors to maximize tracking effectiveness.
Work cross-functionally with Data Analyst teams across Product, Engineering and Marketing organizations to build data tools (data warehouses, dashboards, etc.) and drive alignment and ensure a single version of truth between data sources.
Qualifications

Minimum qualifications:
BA/BS degree in Data Science, Statistics, Engineering, Quantitative Finance or other analytics related field or equivalent practical experience.
3 years of business experience.
Industry experience working with SQL, and one or more statistical tool (R, SAS, SPSS, Python).

Preferred qualifications:
Understanding of design and life cycle development of business dashboards/reports.
Proficiency with spreadsheet software.
Ability to learn IT systems quickly to extract and prepare required datasets for analytics.
Ability to translate data into. executive level presentations.
Self-starter with excellent time and project management skills, ability to fully comprehend new processes and systems quickly.
Effective critical thinking and communication skills (verbal and written) with attention to detail.",San Francisco,http://www.indeed.com//rc/clk?jk=692f51734c9b2901&fccid=a5b4499d9e91a5c6&vjs=3
124,"Analyst, Risk Partnerships and Insights",Square,"San Francisco, CA 94103","Job Description

Our team analyzes emerging fraud threats, develops data driven insights, and forges partnerships within the payments industry. As an analyst on our team, you will be responsible for delivering insights that inform fraud detection strategies and drive payments volume. This position relies on sound judgment to plan and accomplish goals. Individual problem-solving and analytical skills are used to authenticate customers, review transaction patterns, and perform exploratory analyses on emerging fraud trends. Decisions are made in real time, using complex data sets, and are expected to be high caliber.

Additionally, you will be responsible for managing risk-related relationships with financial institutions and other payments partners. You will engage internal and external partners to lead projects that take a risk-based approach to spur growth. In this role, you have the opportunity to drive roadmaps, develop key metrics, and influence policy across Square. You will be required to engage in ongoing written and verbal communication with management, analysts, engineers, data scientists, and product teams in order to meet objectives and loss targets.

You will:
Distill data using SQL to design and implement analyses that drive actionable insights
Effectively present and communicate analyses to management and other stakeholders in order to drive business decisions
Partner with Product, Engineering, and Data Science teams to design solutions to operations problems, influence product roadmaps, and solution new products/processes
Occasionally create ETLs for data management
Perform ad-hoc analysis to identify trends, enhance fraud rules, and improve automation
Diagnose problems and develop compelling, data-driven recommendations, policies and processes with the goal of minimizing loss and/or driving growth
Identify strategic opportunities to engage with payments partners, garner support for new initiatives, and execute accordingly
Maximize current partnerships through detailed and proactive account management, working to define, iterate and enable new initiatives that minimize risk across Square
Understand Square’s competitive position vis a vis risk; implement programs to further payments products, services and strategic objectives
Work under very limited supervision Qualifications

You have:
Bachelor’s Degree in Statistics, Math, Engineering, Economics, Business, or related field + 2-5 years relevant work experience
Experience in risk, trust & safety, payments, or spam prevention
High caliber analytical skills, including the ability to pull and manipulate large datasets using SQL and other tools, recognize complex patterns, and present sound analyses to stakeholders as demonstrated through real-world application
Ability to take ownership of projects and make decisions in a fast-paced environment with minimal oversight, without compromising on customer experience and/or financial losses
Project management experience
Excellent interpersonal skills with the ability to communicate with diverse technical and non-technical groups, spanning all organizational levels
The ability to answer unstructured business questions and work independently to drive projects and analytical tasks to conclusion
A strong passion for Square’s mission

Bonus:
Knowledge of payments industry practices and rules (e.g., disputes processes, fraud types, and network rules)
Experience partnering with external stakeholders or clients to solve business problems
Familiarity with scripting and data analysis programming languages (e.g. Python, R, etc)
Additional Information

At Square, we value diversity and always treat all employees and job applicants based on merit, qualifications, competence, and talent. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance.",San Francisco,http://www.indeed.com//rc/clk?jk=0ebc00fe21ea2e52&fccid=09abad886b83c501&vjs=3
125,Data Scientist,ThirdLove,"San Francisco, CA","At ThirdLove, we’re literally breaking the mold on how to help women find their best size and fit online, utilizing our Fit FinderⓇ questionnaire to diagnose and alleviate bra fit issues for millions of women.

We’re seeking an experienced Data Scientist who can unlock the power of customer data to drive innovation and testing in our size/style recommendation algorithms to take our Fit FinderⓇ technology to the next level.

In addition to developing size prediction algorithms, our first data scientist hire will engage in complex customer analysis including discovering patterns of customer behavior and value, campaign performance, and marketing results to drive personalization across all customer touch points.

We foster an environment to make things happen, keep you constantly challenged, and learn new things everyday.
THE JOB
Optimize our Fit FinderⓇ size and style recommendations in collaboration with business partners in design, planning, and engineering
Use established and cutting edge Machine Learning and Advanced Statistical Models to build data science products that power personalized and differentiated customer experiences

Examples include:
Customer profiles / segmentation: Evaluate characteristics across multiple dimensions such as demographic, behavioral, and financial
Personalization: Implementing statistical models and machine learning algorithms to optimize for customer and business outcomes at scale
Targeting: Building predictive response models to choose best outcomes for marketing and other campaigns
Test design: Build statistical measurement capabilities to measure incremental impact of new experiences on a wide variety of outcomes
Provide and support the implementation of business solutions
Research new techniques and best practices within the industry
Collaborate with global team: Actively engage with members of the team who are located remotely
THE QUALIFICATIONS
3-6 years of experience solving problems using Linear and Non-linear Models, SVMs, Boosting, Neural Networks, Ensemble Methods and applied multivariate statistical methods like Discriminant Analysis, Clustering, PCA and Factor Analysis
Proficient in tools such as R, Python, and SAS. Experience with some flavor of SQL and familiarity with Big Data tools such as Hadoop/Hive, Spark, Scala, Pig, and Mahout is desirable
Proficient in data access methods for large customer and transaction databases
Expertise in developing high quality and reusable data science algorithms supporting a wide variety of customer and business outcomes
Experience using Dynamo, Cassandra, Hbase, or other non-relational DB
AWS Big Data technology knowledge in EMR, Redshift is a plus
MS/PhD, preferably in a quantitative field such as math, statistics, physics, chemistry, engineering, economics, computer science, operations research focused degree
Flexibility to interact/work with teams operating in different time zones
Thirst for knowledge and natural curiosity
Action-oriented - you love to get things done
Ability to organize and prioritize workload to meet deadlines
Outgoing and eager to take on increasing responsibilities
Passion for start-ups, ecommerce, and rapid growth a must
Extremely flexible and adaptive to changing priorities
THE PERKS
Comprehensive health benefits
401k plan
Equity
Subsidized lunches
Quarterly product allotment
Wellness benefits including in-office massage visits
ThirdLove® is empowering women to feel comfortable and confident in their everyday lives. We make bras that fit perfectly, feel incredible, and look stellar.

We’re a rapidly growing team (over 200 today and doubling in size this year) based in San Francisco with offices in Chico, CA and Argentina. We’re funded by Tier 1 investors and are disrupting a $100 billion global market. We’re one of the fastest growing consumer brands in the country, and known as ‘the brand to catch Victoria’s Secret’.

Our culture is collaborative, fast-paced, and data-driven with a strong focus on designing beautiful products and creating a seamless user experience. Instead of using standard industry molds, we developed proprietary half-cup sizes based on real women’s measurements and created a Fit Finder® Quiz that removes the hassle in finding the best size. To date, over 9 million women have taken our easy-to-use Fit Finder® Quiz.

Five core values drive all of the work we do:

Put customers first. Do things that make our customers happy.
Adaptive. Defy standard conventions. Be nimble and embrace change.
Curious. Strive to always learn and grow.
Engaged. Be Present. Lift others up. Be your best self.
Responsible. Gain others’ trust by being respectful, reliable, and accountable.

If you want to impact millions of people each and every day, and you share these values, we’d love to connect.

ThirdLove is an equal opportunity employer and values diversity at the company. We do not discriminate on the basis of race, religion, color, national origin, gender, gender identity or expression, sexual orientation, age, genetics, marital status, veteran status, or disability status.",San Francisco,http://www.indeed.com//rc/clk?jk=89c6302146e3e673&fccid=695c46481d2992ff&vjs=3
126,Business Analyst Intern,Wickr,"San Francisco, CA","Wickr is transforming the way companies and organizations communicate and secure valuable, high-target communications. Our private ephemeral collaboration tools empower teams, enterprises and end-users to ensure that no sensitive conversation remains accessible beyond its useful life and intended audience. Wickr is founded on a strong belief that privacy is a universal human right that fuels global innovation and economic growth and empowers democracy. We build state-of-the-art technology and tools to safeguard the integrity and security of personal and business data with greater efficacy than any other solution in the market.

Do you get excited about big data, linking and visualizing information to meet a company’s business objectives? Are you passionate about metrics and how this translates into a company’s strategic business decisions? If so, you may be a good fit for Wickr’s summer Business Analyst Internship. This is an exciting opportunity for someone to gain valuable experience where they can make an impact for an organization dedicated to building a private communications platform.

This position will work cross-functionally to deliver value across the entire organization with a focus on business related projects. Wickr is looking for a self-starter to support the Finance, Customer Success, Marketing and Engineering teams in amplifying the company’s metrics who can execute against ambitious business goals.

Responsibilities:

Manage complex data sets and analyze business needs to develop business plans and metrics to make recommendations that drive strategic decisions
Based on data, identify root drivers of customer behavior and help bring scalable and meaningful product improvements to our customers
Develop dashboards to empower team members with information
Construct statistical and financial models to forecast business performance
Use creative analysis skills to develop insights into complex questions
Define the metrics required to measure business performance
Develop future business plan recommendations based on potential risks and returns
Identify cutting-edge analytical tools, models, and methods for making key business decisions
Work with finance, customer success, marketing and technical teams across the organization to identify opportunities, develop business cases and drive measurements of actions to continuously improve on the inputs and ultimately the outputs of the business
Work with business intelligence tools, and be comfortable accessing and working with data from multiple sources, and passionately partner with the business to identify strategic opportunities and deliver results

Qualifications:

3rd or 4th year student enrolled in a bachelor’s or master’s program
Advanced Excel user
Programming and/or data visualization software experience and basic Python and/or SQL knowledge or a strong desire to learn
Analytical and quantitative skills
Experience using databases with a large-scale data sets
Experience gathering requirements, formulating the right data models and access tools when building comprehensive data decks
Ability to use hard data and metrics to back up assumptions and concepts
Excellent verbal and written communication skills

Preferred Majors: Business, Mathematics, Engineering, Statistics, Computer Science, Information Technology, or similar field",San Francisco,http://www.indeed.com//rc/clk?jk=c84a54d75e8a44c2&fccid=5fd1e40df9335b55&vjs=3
