Id,company,description,link,location,search_city,title
125,Square,"Job Description

You will:
Partner with Square’s product teams to prioritize and answer the most important questions where analytics will have material impact

Work on Square’s Central Data team with Data Scientists and Product Analysts

Use your experience in analytics tools and scientific rigor to produce actionable insights

Collaborate with business leaders, subject matter experts, and decision makers to develop success criteria and optimize new products, features, policies, and models

Build visualizations that expose the health and performance of our products

Communicate key results to senior management in verbal, visual, and written media Qualifications

You have:
Pursuing a degree in Economics, Statistics, Computer Science, Mathematics, or related technical field

Hands on experience in executing data analysis, plus for experience using SQL, Hive, R, and/or Python

Ability to understand complex business and data systems

Ability to clearly communicate complex results to technical and non-technical audiences

Versatility and willingness to learn new technologies on the job

Even better:
Programming experience in one or more object-oriented languages, including: Python, C, C++, Java, Ruby, Scala, and Go.
An advanced degree (M.S., PhD.), preferably in Statistics, Computer Science, Physical Sciences, Economics, or a related technical field

Familiarity with Linux/OS X command line, version control software (git), and general software development

Experience in programming or scripting to enable ETL development

Familiarity with Machine Learning ( e.g. regression, ensemble methods, etc.)

Familiarity with relational databases such as Postgres, Vertica

Previous industry experience or internships in product related analytics

Independent research experience

Technologies we use and teach:
Python ( numpy, pandas, sklearn)

Vertica, Hive

Statistics (Bayesian methods, experimental design, causal inference)

Tableau

Additional Information

At Square, we value diversity and always treat all employees and job applicants based on merit, qualifications, competence, and talent. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance.",http://www.indeed.com//rc/clk?jk=f69899a687b50b42&fccid=09abad886b83c501&vjs=3,"San Francisco, CA 94103",San Francisco,Data Science Intern
126,Bank of America,"Job Description:

Business Overview
Merrill Lynch Wealth Management is a leading provider of comprehensive wealth management and investment products and services for individuals, companies, and institutions. Merrill Lynch wealth management is one of the largest businesses of its kind in the world specializing in goals-based wealth management, including planning for retirement, education, legacy, and other life goals through investment advice and guidance.

Merrill Lynch’s financial advisors help clients pursue the life they envision through a one-on-one relationship with an advisor committed to their needs. We believe trust comes from transparency. Our trusted financial advisors are equipped with access to the investment insights of Merrill Lynch coupled with the banking convenience of Bank of America.

Descriptiion
The Analyst (Registered) is a fully paid or firm paid (exception only), salaried, exempt position on the Financial Advisor Team to further develop and service their client base. The Analyst is responsible for implementing and executing the Optimal Practice Model (OPM) in their specific functional role (i.e. Business Development, Business Management, Relationship Management or Investments). Specific accountabilities for the role may vary depending on the team’s practice. Performance is measured by the FA or FA team, along with OMT, through specific goals, metrics, and behavior related to the execution of the OPM function. The Analyst (Non Registered) is a non-exempt position for a non -licensed hire lacking a license and/or designation, until fully licensed and designation achieved. The Analyst (Registered) is a non-exempt position for licensed employees that are in progress of completing their designation in 12-months.
Analyst - Business Development (Exempt)
Identify target client segment/market niche and establish strong reputation within marketsDevelop and maintain value proposition, marketing plan and branding within chosen marketCreate and follow client acquisition plan, identify activities, specify and track progress towards quantifiable goals.Proactively generate leads and referrals through centers of influence, events, referral alliances, targeted seminars strategic networking, sourcing and introductionsManage client acquisition pipeline through utilization of a pipeline management system (Salesforce) to track prospects, leads and current clients.
Analyst - Business Management (Exempt)
Develop business plan and track progress with quantifiable business and activity goals; and align daily activities with practice metrics, goals and objectivesDefine roles and responsibilities aligned to OPM framework for each practice memberDefine and periodically review client segmentation, minimum account size, pricing, and profitability by comparing revenue and time capacity per client; adjust to ensure clients are in right channelProactively generate leads through active management of the practice’s communication strategies and expensesDrive the overall vision for the practice through leveraging strategic partnerships and developmental opportunities
Analyst - Relationship Management (Exempt)
Define and deliver consistent ongoing c communication and engagement planDiscuss fees charged and rationale regularly, and review platform and pricing on an ongoing basisDeepen client relationships through ongoing profiling and identification of client needs, by creating a robust electronic profile form where information is captured and proactively updated on a regular basisPlan and hold appreciation events and/or seminars and individual social outings to various client segments, and invite clients based on their needs/interests.Leverage partners/specialists to identify opportunities with existing clients reviewing client’s situation with specialists on a regular basisMaintain documentation of all client interactions in Salesforce, making full use of notes, assigned follow-ups, etc.
Analyst - Investments (Exempt)
Define investment philosophy and strategy (e.g., asset allocation, strategic vs. tactical, active vs. passive)
and clearly articulate approach to investing that is implemented through a repeatable process
Manage client portfolio’s using a fully documented investment philosophy leveraging Wealth
Management tools and review portfolios for potential rebalancing
Establish a clear buy/sell discipline for selecting investment products consistent with client goals and risk
tolerance for initiating and selling positions
Implement, manage and deliver via the creation of model portfolios and engage in ongoing performance
analysis of various asset classes as well as client education Have deep knowledge of the various Merrill
Lynch investment platforms (e.g., MLPA, UMA, PIA, MFA) as well as the available products and solutions
and relevant contacts
Conduct ongoing research on markets and investments and follow disciplined process to monitor and
respond to external events
Analyst - Investments (Exempt)
Develop and service certain or pre-identified client segments of an FA or FA Team client base (such as,
related accounts and specific account segments).
Profile, qualify, and develop prospective clients through the five Client Acquisition Strategies: Sourcing &
Introductions, Intimate Events, Strategic Networking, and Referral Alliances, and Targeted Seminars.
Support the overall Goals-Based Wealth Management process to certain client segments.Implement investment strategies and presentations and implement investment recommendations
through presentations
Gather additional assets from existing client base.Coordinate and introduce technological support to FA or FA team’s business through the development of
portfolio analysis, spreadsheets, proposals, direct mail campaigns, etc.
Provide specialized support to an FA through technical expertise in certain product areas (e.g. Corporate
401(K), Rule 144, Insurance, etc.).
Provide marketing and organizational support to FA or FA team as needed.
Private Wealth Analyst - Business Development (Exempt)
Strategically analyze client base determining best ‘fit’ clients served by practice expertise as well as
ensuring that clients not best served are introduced to strategic partners
Create a value proposition that highlights core competency(s) which differentiate the practice from
competitors
Create and follow UHNW client acquisition plan, identify activities, specify and track progress towards
quantifiable goals.
Proactively generate leads and referrals through centers of influence, events, referral alliances, targeted
seminars strategic networking, sourcing and introductions
Manage UHNW client acquisition plan (include COIs, referrals, and consulting external to source potential
clients)
Define and market brand that permeates all practice activities and aligns the practice’s strategy, priorities
and core competencies.
Private Wealth Analyst - Business Management (Exempt)
Create interim business plans with goals, objectives and repeatable processes that support the long-term
vision of the practice, tracking progress against goals frequently
Define roles and responsibilities and align reward and incentives with those expectationsUnderstand core client groupings and corresponding profitabilityEstablish a transparent pricing policy that effectively captures value delivered to clientsDefine an infrastructure that supports knowledge sharing and collaborationUtilize information system(s) to support documentation and preservation (e.g., SalesForce, O drive,
Outlook, etc.)
Private Wealth Analyst - Relationship Management (Exempt)
Define investment philosophy and strategy and clearly articulate an investment philosophy to include
‘investment management policy statement’ asset allocation strategies, portfolio construction, etc.
Manage client portfolios using a fully documented investment philosophy that meets client objectivesevaluating
and employing available investment selections that support client objectives and mitigate risk
Incorporates liquidity management and cash management as part of overall investments/ wealth
management plan, proactively monitoring money in motion based on client’s desire for yield, security
and/or convenience
Deliver solutions to meet clients’ specialized lending needs, including custom mortgage, specialty lending
(art, yacht, aircraft, etc.) to meet their needs
Assess portfolio performance and create customized client reports using available systems (e.g. CRC) to
streamline data gathering that present financial information according to client preferences and
objectives
Private Wealth Analyst - Investments (Exempt)
Define investment philosophy and strategy (e.g., asset allocation, strategic vs. tactical, active vs. passive)
and clearly articulate approach to investing that is implemented through a repeatable process
Manage client portfolio’s using a fully documented investment philosophy leveraging Wealth
Management tools and review portfolios for potential rebalancing
Establish a clear buy/sell discipline for selecting investment products consistent with client goals and risk
tolerance for initiating and selling positions
Implement, manage and deliver via the creation of model portfolios and engage in ongoing performance
analysis of various asset classes as well as client education Have deep knowledge of the various Merrill
Lynch investment platforms (e.g., MLPA, UMA, PIA, MFA) as well as the available products and solutions
and relevant contacts
Conduct ongoing research on markets and investments and follow disciplined process to monitor and
respond to external events
Requirements:
Either Series 7 and 66 licenses or Series 7, 63, and 65 licensesAll state licenses in support of FA or FA Team’s client baseAll product licenses in support of FA or FA Team’s client baseObtain and/or maintain at least one firm approved designationSafe Act Registered

Shift:
1st shift (United States of America)

Hours Per Week:
37.5",http://www.indeed.com//rc/clk?jk=92d7716e8d45bf02&fccid=5bd99dfa21c8a490&vjs=3,"San Francisco, CA 94104",San Francisco,Analyst
127,"Caissa, LLC","The Role:
The Jr. Data Analyst works in a fast-paced environment, whose primary responsibilities include the processing of complex investment data. Jr. Data Analysts must demonstrate a high attention to detail and must be able to double check their work for accuracy. Candidates should be comfortable working in a team environment, while also juggling multiple priorities independently, on tight deadlines. The candidate will work closely with team members in our NYC offices so efficient communication skills are a must. We have a fun and casual office atmosphere, but everyone works diligently to get the job done.
Responsibilities:
Review raw investment data received in various formats and standardize its processing.
Use internal proprietary tools to manipulate and migrate investment data into the Platform.
Review and analyze investment transactions and financial statements.
Qualifications:
1 - 2 years of experience.
Expertise with MS Office applications (Excel, PowerPoint, Word, Outlook, etc.); especially Excel.
Highly analytical and quantitative.
Meticulous attention to detail.
Data Entry experience is strongly preferred.
Ability to thrive in a fast-paced environment.
Ability to work independently as well as work collaboratively as a team.
A quick learner with strong work ethic.
Candidate must be client service oriented and demonstrate an ability to problem solve.
Ability to handle multiple tasks, meet reporting deadlines, and demonstrate the ability to prioritize the workload.
Strong communication skills, including the ability to speak and write in English with a high degree of fluency.
Perks:
Monthly Travel Stipend
Free breakfasts, lunches, and dinners
PTO and Holidays.
Health Insurance
Caissa, LLC is an equal opportunity employer.",http://www.indeed.com//rc/clk?jk=e07bcc93566eb7b7&fccid=dd616958bd9ddc12&vjs=3,"San Francisco, CA 94104",San Francisco,Junior Data Analyst
128,Doximity,"Doximity is transforming the healthcare industry. Our mission is to help doctors save time so they can provide better care for patients.

We value diversity — in backgrounds and in experiences. Healthcare is a universal concern, and we need people from all backgrounds to help build the future of healthcare. Our data science team is deliberate and self-reflective about the kind of data team and culture that we are building, seeking data analysts that are not only strong in their own aptitudes but care deeply about supporting each other's growth. We have one of the richest healthcare datasets in the world, and our team brings a diverse set of technical and cultural backgrounds.

How you’ll make an impact:

Collaborate with a team of product managers, analysts, data scientists, and other developers to define and complete data projects.
Show off your coding skills by creating data products from scratch and streamlining/automating existing code.
Leverage Doximity's extensive data sets to identify and classify behavioral patterns of medical professionals on our platform.
Play a key role in creating both product- and client-facing analytics.
Grow into a presentation/communication-focused role or dive deeper into more-involved technical challenges - the choice is yours.
Learn from experienced mentors and build your technical and non-technical skill sets.

What we’re looking for:

B.S. or M.S. in quantitative field with 2-4 years of experience
Decent knowledge of statistics and visualization
Fluent in SQL and python. These skills are an absolute must
Comfortable with UNIX command line interface and standard programming tools (vim/emacs, git, etc.)
Excellent problem solving skills and a strong attention to detail
Ability to manage time well and prioritize incoming tasks from different stakeholders
Fast learner; curiosity about and passion for data
Prior exposure to machine learning techniques (regressors, classifiers, etc) is a plus
Experience leveraging Apache Spark to perform analyses or process data is a plus

About Doximity

We’re thrilled to be named the Fastest Growing Company in the Bay Area, ( http://www.prnewswire.com/news-releases/doximity-is-fastest-growing-company-in-bay-area-per-deloittes-2016-technology-fast-500-300367390.html ) and one of Fast Company’s Most Innovative Companies ( https://www.fastcompany.com/most-innovative-companies/2018/sectors/social-media ). Joining Doximity means being part of an incredibly talented and humble team. We work on amazing products that over 70% of US doctors (and over one million healthcare professionals) use to make their busy lives a little easier. We’re driven by the goal of improving inefficiencies in our $2.5 trillion U.S. healthcare system and love creating technology that has a real, meaningful impact on people’s lives. To learn more about our team, culture, and users, check out our careers page ( https://workat.doximity.com/ ), company blog ( https://blog.doximity.com/ ), and engineering blog ( https://engineering.doximity.com/ ). We’re growing fast, and there’s plenty of opportunity for you to make an impact—join us!

Doximity is proud to be an equal opportunity employer, and committed to providing employment opportunities regardless of race, religious creed, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, pregnancy, childbirth and breastfeeding, age, sexual orientation, military or veteran status, or any other protected classification. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.",http://www.indeed.com//rc/clk?jk=338fdbf98cdf441b&fccid=cc9f04eed69b86b2&vjs=3,"San Francisco, CA",San Francisco,Data Analyst
129,NoRedInk,"NoRedInk is helping millions of students become better writers, and we're one of the fastest growing ed-tech companies in the country. Our learning engine engages students through an interest-based, adaptive curriculum, and we've already spread to half of all US school districts, with over 3 billion questions answered by students so far. Our mission is to unlock every writer's potential, and we're looking for our first data analyst to deeply and thoughtfully analyze large data sets and pull out insights to drive improvements to our product and business processes.

Are you looking for an opportunity to dig into complex questions and take the lead in helping our company continue to become increasingly more data-driven? If so, we’d love to hear from you!

Responsibilities
----------------------------


Work with teams including Product, Curriculum, Sales, Customer Success, and Operations to answer their data questions and build systems to make key metrics more accessible and actionable.
Create dashboards and reports to inform teams on insights discovered through multiple data sources and sound statistical analysis.
Take the lead in finding opportunities to improve our data collection, storage, and analysis processes.
Train and educate coworkers on SQL and data visualization tools to contribute to a more data-driven culture.

About You
---------


You’re comfortable drawing actionable conclusions from large, complex data and proposing recommendations.
You’re a curious self-starter: you’ll conduct self-guided investigations as well as assigned ones.
You’re a storyteller and effective communicator able to tailor communication depending on the stakeholder’s familiarity with data and statistics.
You’re attentive to detail, willing to dive deeply into data to understand it completely before relying on it too heavily.
You have a good understanding of business goals and the ability to connect data to strategic decision-making.

Experience
----------


At least 3 - 5 years of experience in a data analysis role
Solid background in statistics and modeling
Fluency in SQL and comfort building large, complex queries
Fluency in Excel
Experience building data visualization dashboards with Looker, Tableau, Periscope or similar
Data analysis experience in Python, R, or other scripting languages a plus
Experience with ETL and data warehousing a plus

What are we up to?
------------------

NoRedInk helps millions of students in grades 5-12 become better writers. Our adaptive curriculum guides learners through a continuous process of skill-building, feedback, and revision and delivers actionable performance data to teachers and administrators. Used in over 50% of school districts, we're on a mission to unlock every writer's potential. Here’s a 2-minute pitch we gave on NBC ( https://noredink.wistia.com/medias/6rj2x2brlr ) and articles about us in The Washington Post ( https://www.washingtonpost.com/news/answer-sheet/wp/2017/10/24/the-work-of-213284-kids-was-analyzed-these-are-the-writing-and-critical-thinking-skills-that-stumped-too-many-students/?utm_term=.3e09ab09ccef ), Wall Street Journal ( https://blogs.wsj.com/venturecapital/2015/02/18/noredink-secures-backing-to-help-teach-writing-to-students/ ), and Forbes ( https://www.forbes.com/sites/alextaub/2013/12/19/noredink-is-growing-at-mach-speed-10-of-the-us-school-system-using/#2c2767ab1664 ).",http://www.indeed.com//rc/clk?jk=4f2927dadbcf5769&fccid=32fcbf701b3f9e3a&vjs=3,"San Francisco, CA",San Francisco,Data Analyst
130,"Caissa, LLC","The Role:
The Jr. Data Analyst works in a fast-paced environment, whose primary responsibilities include the processing of complex investment data. Jr. Data Analysts must demonstrate a high attention to detail and must be able to double check their work for accuracy. Candidates should be comfortable working in a team environment, while also juggling multiple priorities independently, on tight deadlines. The candidate will work closely with team members in our NYC offices so efficient communication skills are a must. We have a fun and casual office atmosphere, but everyone works diligently to get the job done.
Responsibilities:
Review raw investment data received in various formats and standardize its processing.
Use internal proprietary tools to manipulate and migrate investment data into the Platform.
Review and analyze investment transactions and financial statements.
Qualifications:
1 - 2 years of experience.
Expertise with MS Office applications (Excel, PowerPoint, Word, Outlook, etc.); especially Excel.
Highly analytical and quantitative.
Meticulous attention to detail.
Data Entry experience is strongly preferred.
Ability to thrive in a fast-paced environment.
Ability to work independently as well as work collaboratively as a team.
A quick learner with strong work ethic.
Candidate must be client service oriented and demonstrate an ability to problem solve.
Ability to handle multiple tasks, meet reporting deadlines, and demonstrate the ability to prioritize the workload.
Strong communication skills, including the ability to speak and write in English with a high degree of fluency.
Perks:
Monthly Travel Stipend
Free breakfasts, lunches, and dinners
PTO and Holidays.
Health Insurance
Caissa, LLC is an equal opportunity employer.",http://www.indeed.com//rc/clk?jk=e07bcc93566eb7b7&fccid=dd616958bd9ddc12&vjs=3,"San Francisco, CA 94104",San Francisco,Junior Data Analyst
131,Doximity,"Doximity is transforming the healthcare industry. Our mission is to help doctors save time so they can provide better care for patients.

We value diversity — in backgrounds and in experiences. Healthcare is a universal concern, and we need people from all backgrounds to help build the future of healthcare. Our data science team is deliberate and self-reflective about the kind of data team and culture that we are building, seeking data analysts that are not only strong in their own aptitudes but care deeply about supporting each other's growth. We have one of the richest healthcare datasets in the world, and our team brings a diverse set of technical and cultural backgrounds.

How you’ll make an impact:

Collaborate with a team of product managers, analysts, data scientists, and other developers to define and complete data projects.
Show off your coding skills by creating data products from scratch and streamlining/automating existing code.
Leverage Doximity's extensive data sets to identify and classify behavioral patterns of medical professionals on our platform.
Play a key role in creating both product- and client-facing analytics.
Grow into a presentation/communication-focused role or dive deeper into more-involved technical challenges - the choice is yours.
Learn from experienced mentors and build your technical and non-technical skill sets.

What we’re looking for:

B.S. or M.S. in quantitative field with 2-4 years of experience
Decent knowledge of statistics and visualization
Fluent in SQL and python. These skills are an absolute must
Comfortable with UNIX command line interface and standard programming tools (vim/emacs, git, etc.)
Excellent problem solving skills and a strong attention to detail
Ability to manage time well and prioritize incoming tasks from different stakeholders
Fast learner; curiosity about and passion for data
Prior exposure to machine learning techniques (regressors, classifiers, etc) is a plus
Experience leveraging Apache Spark to perform analyses or process data is a plus

About Doximity

We’re thrilled to be named the Fastest Growing Company in the Bay Area, ( http://www.prnewswire.com/news-releases/doximity-is-fastest-growing-company-in-bay-area-per-deloittes-2016-technology-fast-500-300367390.html ) and one of Fast Company’s Most Innovative Companies ( https://www.fastcompany.com/most-innovative-companies/2018/sectors/social-media ). Joining Doximity means being part of an incredibly talented and humble team. We work on amazing products that over 70% of US doctors (and over one million healthcare professionals) use to make their busy lives a little easier. We’re driven by the goal of improving inefficiencies in our $2.5 trillion U.S. healthcare system and love creating technology that has a real, meaningful impact on people’s lives. To learn more about our team, culture, and users, check out our careers page ( https://workat.doximity.com/ ), company blog ( https://blog.doximity.com/ ), and engineering blog ( https://engineering.doximity.com/ ). We’re growing fast, and there’s plenty of opportunity for you to make an impact—join us!

Doximity is proud to be an equal opportunity employer, and committed to providing employment opportunities regardless of race, religious creed, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, pregnancy, childbirth and breastfeeding, age, sexual orientation, military or veteran status, or any other protected classification. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.",http://www.indeed.com//rc/clk?jk=338fdbf98cdf441b&fccid=cc9f04eed69b86b2&vjs=3,"San Francisco, CA",San Francisco,Data Analyst
132,NoRedInk,"NoRedInk is helping millions of students become better writers, and we're one of the fastest growing ed-tech companies in the country. Our learning engine engages students through an interest-based, adaptive curriculum, and we've already spread to half of all US school districts, with over 3 billion questions answered by students so far. Our mission is to unlock every writer's potential, and we're looking for our first data analyst to deeply and thoughtfully analyze large data sets and pull out insights to drive improvements to our product and business processes.

Are you looking for an opportunity to dig into complex questions and take the lead in helping our company continue to become increasingly more data-driven? If so, we’d love to hear from you!

Responsibilities
----------------------------


Work with teams including Product, Curriculum, Sales, Customer Success, and Operations to answer their data questions and build systems to make key metrics more accessible and actionable.
Create dashboards and reports to inform teams on insights discovered through multiple data sources and sound statistical analysis.
Take the lead in finding opportunities to improve our data collection, storage, and analysis processes.
Train and educate coworkers on SQL and data visualization tools to contribute to a more data-driven culture.

About You
---------


You’re comfortable drawing actionable conclusions from large, complex data and proposing recommendations.
You’re a curious self-starter: you’ll conduct self-guided investigations as well as assigned ones.
You’re a storyteller and effective communicator able to tailor communication depending on the stakeholder’s familiarity with data and statistics.
You’re attentive to detail, willing to dive deeply into data to understand it completely before relying on it too heavily.
You have a good understanding of business goals and the ability to connect data to strategic decision-making.

Experience
----------


At least 3 - 5 years of experience in a data analysis role
Solid background in statistics and modeling
Fluency in SQL and comfort building large, complex queries
Fluency in Excel
Experience building data visualization dashboards with Looker, Tableau, Periscope or similar
Data analysis experience in Python, R, or other scripting languages a plus
Experience with ETL and data warehousing a plus

What are we up to?
------------------

NoRedInk helps millions of students in grades 5-12 become better writers. Our adaptive curriculum guides learners through a continuous process of skill-building, feedback, and revision and delivers actionable performance data to teachers and administrators. Used in over 50% of school districts, we're on a mission to unlock every writer's potential. Here’s a 2-minute pitch we gave on NBC ( https://noredink.wistia.com/medias/6rj2x2brlr ) and articles about us in The Washington Post ( https://www.washingtonpost.com/news/answer-sheet/wp/2017/10/24/the-work-of-213284-kids-was-analyzed-these-are-the-writing-and-critical-thinking-skills-that-stumped-too-many-students/?utm_term=.3e09ab09ccef ), Wall Street Journal ( https://blogs.wsj.com/venturecapital/2015/02/18/noredink-secures-backing-to-help-teach-writing-to-students/ ), and Forbes ( https://www.forbes.com/sites/alextaub/2013/12/19/noredink-is-growing-at-mach-speed-10-of-the-us-school-system-using/#2c2767ab1664 ).",http://www.indeed.com//rc/clk?jk=4f2927dadbcf5769&fccid=32fcbf701b3f9e3a&vjs=3,"San Francisco, CA",San Francisco,Data Analyst
133,eSpark,"At eSpark we're building the next generation of tools to help students succeed in school and in life. We curate the best learning resources to create a personalized learning experience for each student. It’s life-changing impact: students who use our products are measurably more likely to be on track for college.

As a company focused on student outcomes, we are seeking a talented Data Analyst to help maximize our impact. This role will drive the decisions of schools across the country as they incorporate educational technology in their classrooms.

The ideal candidate is fluent in a variety of data analysis techniques and has the ability to communicate data-informed insights to teammates and school leaders. This person will shape our culture, work on ground-breaking technologies, and solve fascinating problems in personalizing education for students.

Imagine some of the challenges you might undertake as a Data Analyst:


Evaluate efficacy. You will combine data from various sources to estimate the impact of personalized learning technology in a school district. This will require the ability to perform complex analyses using data from varied sources.
Distill recommendations. Using your analyses, you will make recommendations for how schools can maximize their student outcomes within their constraints.
Turn trends into strategies. Leveraging your learnings from diverse school implementations, you will identify trends in product efficacy. Your insights will shape the product roadmap and implementation strategy, enabling the company to develop a more efficacious experience for our school partners.
Differentiate learning. Delivering the right content to the right students at the right time, because every student learns differently. Your data analyses will create insight on individual student progress and how to match content to meet every student’s unique needs.
Scale everything. With rapid growth comes a need for replicable and robust systems at scale.

--------------
Qualifications
--------------

Required
--------


2+ years hands on experience in a data analytics, business consulting or similar role
Professional fluency with statistical programming using R or Python and SQL
Ability to communicate technical results, facilitating timely action with business impact
Passion for supporting childhood education, schools and student achievement

Preferred
---------


Bachelor’s degree in Statistics, Economics, Computer Science, Public Policy, or a related field
Experience building reports and dashboards using data visualization tools such as Periscope, Tableau, or Looker

--------------------------------------------
Some perks and benefits of working at eSpark
--------------------------------------------


Unlimited vacation. We're all adults (kinda). Take time when you need it.
Flexible schedule and remote work friendly
Progressive insurance and benefit options for both individuals and families
We like dogs. YES as much as you do.
Your choice of computer and tablet
Competitive salary, equity options, and 401(k) plan
The opportunity to work as part of a supportive, inclusive and passionate team of teachers, engineers, and designers.

",http://www.indeed.com//rc/clk?jk=9671678b270267f8&fccid=9481030ff6e38069&vjs=3,"San Francisco, CA",San Francisco,Data Analyst
134,UpCounsel,"At UpCounsel we live and breathe data. Every department is collecting data and making data-driven decisions every day. We are looking for a very strong data analyst to turn data into insights, and insights into actions, driving UpCounsel's business in every way. You will be a key resource for the company and work directly with executives, engineers, operations, and everything in-between.

At UpCounsel, you will:
-----------------------


Partner with product, engineering, marketing, growth and operations teams to define goals and KPIs and build/maintain reports/dashboards to monitor the performance of our products and identify trends and opportunities.
Work closely with the executive team to build and maintain projections
Determine and quantify impact of product features and launches across the product.
Act as the liaison between analytics, product management, engineering, and business intelligence staff for websites and mobile product tracking implementations for various reporting systems.
Create complex SQL queries to perform data mining and exploratory analyses.
Facilitate experimentation and conduct experiment analysis
Develop and manage data analysis and forecasting methodologies needed to generate traffic and consumer usage forecasts.
Monitor data quality, investigate data issues and ensure issues are identified, documented, tracked, reported to and resolved in a timely matter.
Consistently identify best-suited data sources to serve business reporting needs.
Be a self-starter; proactively solve problems, identify opportunities for product growth and business value potential

You will be responsible for:
----------------------------


Drive business intelligence report design and development
Gather requirements and own KPI metric development and accuracy of data delivery
Take a lead on ad-hoc data analysis to validate business assumptions and deliver data driven decisions while avoiding analysis paralysis
Drive product analytics research design, development, and analysis to produce recommendations on improvements to product stakeholder
Utilize predictive analytics methods for forecasting and benchmarking business KPIs
Assist in auditing and architecting raw and post-processed data warehouse to generate maximum reporting value across multiple business units
Design, Develop, Test, Implement and troubleshoot ETL mappings and workflows in a large Data Warehouse environment

An ideal candidate will have experience with:
---------------------------------------------


5+ years experience as a data analyst, preferably with experience in startups
Proficient in SQL (Redshift or PostgreSQL preferred)
Experienced with data visualization and BI software such as Looker, Tableau, or D3.js
Limited Experience with Programming (Python and/or Bash)
A strong passion for data, charts, process analysis, trends, and evangelizing data usage
A solid understanding of web technologies, relational databases, and data warehousing
Strong database experience, data analysis and analytical skills
Experience developing and modifying scripts in a Linux or Unix environment
Bonus: ETL skills to import 3rd-party data
Bonus: Advanced Statistical Skills (Prediction, Significance, Modeling, Recommendation Engines)
Bonus: Data Warehousing Skills
Bonus: Python, R, Stats Packages

",http://www.indeed.com//rc/clk?jk=582e19b59c61fcc6&fccid=3eadb2e4afb90206&vjs=3,"San Francisco, CA",San Francisco,Data Analyst
135,Golden Gate University,"Basic Function & Scope of Job
The Data Analyst supports the day-to-day and term-to-term reporting and forecasting needs of the Ageno dean, associate deans and program directors/managers.
Essential Functions

Accesses, manipulates and organizes student and program data from GGU information systems into standard and tailored Excel reports;
With guidance from program directors, associate deans and deans, develops and updates key reports, including enrollment forecasts by program; demand for courses/sections by program; gaps in students' paths to completion by program; summaries of courses/sections by term, format (online/in-person), total enrollment and average enrollment;
Coordinates with IT and facilities teams to arrange, set-up and test audio, video and computer support for program-related teaching events, advisory boards, faculty and staff meetings and other ad hoc events; provides on-site presentation support as needed;
Under the guidance of the associate dean(s) and director of administration, provides wide-range of administrative support as needed, including accessing and reporting student and program information; creating and managing program schedules; setting up, recording and filing video-conference ""meeting minutes""; creating, updating, copying and filing/organizing curriculum information, program marketing information, adjunct-faculty information and inter-office administrative data; distributing and managing course evaluation surveys; creating and distributing dean's-list letters; staffs the reception desk; collaborates with and helps to train new administrative assistants.
Qualifications, Education & Experience
Qualifications:
Relevant experience includes work with business reporting systems; student information systems; advanced skills in Excel; intermediate skills in Powerpoint, video conferencing (e.g., Zoom) and eLearning platforms (e.g., Moodle).

Education and/or Experience:
Associate degree and minimum of five years of relevant experience, or
Bachelors degree and a minimum of three years of relevant experience.
Major in Business administration; public/non-profit administration; business analytics, IT management or related field.
Supplemental Information
To apply: Please go to http://www.ggu.edu/jobs and submit an application, letter of interest, and a resume.

In applying for a position, candidates sign a consent authorizing a broader inquiry which may include reference checks, a motor vehicle check, and a third party background check.

Golden Gate University is an equal employment opportunity employer. We support inclusive excellence and are committed to creating a safe and welcoming community for all.

University policy prohibits discrimination based on race, color, religion, national origin, ancestry, age, gender, sexual orientation, marital status, medical condition, physical or mental disability, gender stereotyping, and gender identity, taking a protected leave (e.g. family medical or pregnancy leave), or on any other basis protected by applicable laws.

The University has a strong commitment to the principles of diversity and inclusion, and to maintaining working and learning environments that reinforces these practices. The University welcomes and encourages applications from all especially women, minorities, people of color, veterans, persons with disabilities, and members of the LGBTQI community.

Golden Gate University annually collects information about campus crimes and other reportable incidents in accordance with the Federal Jeanne Clery Disclosure of Campus Security Policy and Campus Crime Statistics Act. To view the Golden Gate University Report, please go to http://www.ggu.edu/media/employee/documents/facilities/street-smarts-annual-security-report.pdf (Download PDF reader)",http://www.indeed.com//rc/clk?jk=1d96f5e2a3f0d918&fccid=15c08a12b0eddd08&vjs=3,"San Francisco, CA",San Francisco,Data Analyst
